"","bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
"1",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,1,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"2",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,2,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"3",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,3,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"4",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,4,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"5",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,5,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"6",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,6,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"7",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,7,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"8",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,8,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"9",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,9,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"10",-0.000586566430389077,0.00113032882360254,-0.000586394433931196,0.00112966777542673,0.95,0.00689547297489776,0.0012767096663945,5.66028445151132e-05,10,"PO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"11",0.0017703862316349,0.00358592136193428,0.00177195429055965,0.00359226092959871,0.941,0.00745483565040652,0.0128491074493718,0.000613614596190275,1,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"12",0.00294775525349231,0.00243011722766378,0.0029521041561266,0.00243728738371427,0.948,0.00702462421381771,0.00590825353148262,0.000256521617947405,2,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"13",0.000752069697536741,0.00197797831943994,0.000752352572861289,0.00197946756636051,0.928,0.00817819557621941,0.00390905144277225,0.000176150092722438,3,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"14",-0.0010267360245553,0.00164676182443731,-0.00102620911147226,0.00164507061843735,0.942,0.00739531545579282,0.00271016686878178,0.0001204117888375,4,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"15",-0.00167915584800964,0.00144244992205043,-0.00167774685457885,0.00144003202097689,0.95,0.00689547297489776,0.00208140068020756,9.10863156795847e-05,5,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"16",-6.48164392625706e-05,0.00132778882587589,-6.48143387225926e-05,0.00132770373709625,0.95,0.00689547297489776,0.00176126434412557,7.77575137695621e-05,6,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"17",-0.000543636754716613,0.00131225418890978,-0.000543489011030296,0.00131154376027688,0.936,0.0077436402269192,0.00172058458617604,7.66761979016861e-05,7,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"18",-0.000610246109364516,0.00132923058967274,-0.000610059947077672,0.00132842052574804,0.945,0.00721297629463904,0.00176545950687523,7.93731473295244e-05,8,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"19",0.000194867619561348,0.00137946317815646,0.000194886607489231,0.00137973143921994,0.952,0.0067632641336665,0.00190105371461878,7.99368320243068e-05,9,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"20",0.000192355706693996,0.00166532536888526,0.000192374208239254,0.00166564515226621,0.953,0.0066959566781636,0.00277057227638647,0.000123645496838024,10,"PPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"21",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,1,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"22",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,2,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"23",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,3,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"24",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,4,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"25",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,5,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"26",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,6,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"27",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,7,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"28",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,8,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"29",-0.000552059771759144,0.00114804314801315,-0.000551907414801415,0.00114741180275205,0.951,0.00682976175614081,0.00131698983662183,5.85328481851896e-05,9,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"30",-0.000460888798589624,0.00151589899558885,-0.000460782605662254,0.00151520067475512,0.953,0.0066959566781636,0.00229586423354713,9.94639668636706e-05,10,"CPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"31",-0.00091925138512287,0.00220459514003513,-0.000918829003003404,0.00220256154238519,0.927,0.00823035471524379,0.00485622451484412,0.000217513687424113,1,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"32",-0.000845706510877364,0.0019469712238054,-0.000845349001915796,0.00194532097029422,0.932,0.00796488791129144,0.00378762146888249,0.000169514467669593,2,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"33",-0.000779172839789257,0.0017058540318021,-0.000778869363457317,0.00170452384934639,0.935,0.00779973306183187,0.00290763515015193,0.000130312622628409,3,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"34",-0.00071295583983765,0.00148917935571236,-0.000712701747212089,0.00148811859297558,0.938,0.00762982399628094,0.00221594580435597,9.97310093409629e-05,4,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"35",-0.000639365605902353,0.00130986664471419,-0.00063916125526727,0.00130903129482502,0.944,0.00727440148169693,0.00171444366468589,7.76072549055926e-05,5,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"36",-0.000570656615212201,0.00118431175336602,-0.000570493821693792,0.00118363830919105,0.952,0.0067632641336665,0.00140151738380423,6.34107751640272e-05,6,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"37",-0.000501057316715465,0.00113100536315509,-0.000500931808461225,0.00113044052548111,0.951,0.00682976175614081,0.00127814501678872,5.67513966402255e-05,7,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"38",-0.000441804415500316,0.00115971760466219,-0.000441706834300633,0.00115920620912681,0.952,0.0067632641336665,0.00134379516878239,5.78678981332783e-05,8,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"39",-0.000377683171313504,0.00126472195995931,-0.00037761185800278,0.00126424459674978,0.949,0.00696042006257131,0.0015980647589452,6.78627452024436e-05,9,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"40",-0.000325835400556514,0.00142953319682625,-0.000325782321967486,0.00142906774384842,0.946,0.00715088352129531,0.00204162776437569,8.74675892342086e-05,10,"LCPO",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"41",0.000376684722421177,0.00366392013668998,0.000376755677020076,0.00366528473655099,0.939,0.0075720760915573,0.0134110283486544,0.000639257081195926,1,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"42",0.00238455518365959,0.0024450930202527,0.00238740049652394,0.00245092631628244,0.947,0.00708810561724633,0.0059781875012347,0.000260416111729426,2,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"43",0.000485133165994511,0.00198340221108409,0.000485250862120849,0.00198436567046854,0.928,0.00817819557621941,0.00393018580079106,0.000177053039403298,3,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"44",-0.00119023086554463,0.00164873965863189,-0.0011895228217278,0.0016467771054773,0.941,0.00745483565040652,0.00271704076899696,0.00012064194077196,4,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"45",-0.00175027983578523,0.00144432674459206,-0.00174874898930029,0.00144180320385067,0.947,0.00708810561724633,0.00208705714490231,9.13391051370147e-05,5,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"46",-0.000138040876331987,0.0013281337570572,-0.000138031349128672,0.00132795131325424,0.95,0.00689547297489776,0.00176219439264178,7.77651902991719e-05,6,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"47",-0.00063153341803823,0.00131354934911862,-0.00063133404278215,0.0013127228223319,0.936,0.0077436402269192,0.00172408531513549,7.67941203239567e-05,7,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"48",-0.000716217911936675,0.001330257768439,-0.000715961489109832,0.00132930613441116,0.947,0.00708810561724633,0.00176832911285919,7.9436510896576e-05,8,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"49",-3.45613856204527e-05,0.00138084069210561,-3.45607883827093e-05,0.00138079239226735,0.954,0.00662781471738053,0.0019048154904471,8.02128891329533e-05,9,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
"50",-0.000250659398275424,0.00166640114308458,-0.000250627985833122,0.00166598297657382,0.955,0.00655881224140591,0.00277417870703788,0.000123709925587687,10,"LR",11,"Moderate [1.50]","Random PO [no violation]","Skewed",10000
