"bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
0.0382514428122325,0.00298454943632923,0.0389924472197044,0.00310093103404824,0.932,0.00796488791129144,0.0103618006797727,0.000437659578264606,1,"PO",3,"0.06 increase","Linear","Skewed",1500
-0.0217485571877675,0.00298454943632923,-0.0215137625465778,0.00292034686895736,0.951,0.00682976175614081,0.00937162754230482,0.000406796862745863,2,"PO",3,"0.06 increase","Linear","Skewed",1500
-0.00560747617996144,0.00396551079291175,-0.00559178363097323,0.00394331026866883,0.938,0.00762982399628094,0.0157409943619597,0.00068833448378848,1,"PPO",3,"0.06 increase","Linear","Skewed",1500
0.00189844439485011,0.00325758373166605,0.00190024758131275,0.00326378588292671,0.964,0.0058939578161654,0.0106048440081668,0.000445063096546944,2,"PPO",3,"0.06 increase","Linear","Skewed",1500
-0.00569433194761588,0.00396334274261478,-0.00567814996920629,0.00394081224208494,0.938,0.00762982399628094,0.0157248030260714,0.000687837104219684,1,"CPO",3,"0.06 increase","Linear","Skewed",1500
0.00188430287959025,0.00326054440373359,0.00188607929385353,0.00326670547392252,0.966,0.00573383613969526,0.0106240692562517,0.00044569393232111,2,"CPO",3,"0.06 increase","Linear","Skewed",1500
-0.0056852478155311,0.00396289050209406,-0.00566911737715919,0.00394039876211592,0.938,0.00762982399628094,0.0157211186731797,0.000686404850135591,1,"LCPO",3,"0.06 increase","Linear","Skewed",1500
0.0018697849141826,0.00325843764483128,0.00187153405199582,0.00326454718372353,0.965,0.00581453427273477,0.0106102945649937,0.000445407055711478,2,"LCPO",3,"0.06 increase","Linear","Skewed",1500
-0.00557756401388656,0.00396421265179368,-0.00556203828238733,0.00394213740034735,0.938,0.00762982399628094,0.0157303761870214,0.000687001519329599,1,"LR",3,"0.06 increase","Linear","Skewed",1500
0.00202729681431289,0.00325736900424483,0.00202935316987908,0.00326399067462583,0.965,0.00581453427273477,0.0106039523093584,0.000444492154547292,2,"LR",3,"0.06 increase","Linear","Skewed",1500
