"bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
0.0967324376370291,0.00288101015058051,0.101565596693145,0.00317361147485711,0.814,0.0123107902084126,0.0176490837594619,0.000674457605703384,1,"PO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.0967324376370291,0.00288101015058051,0.101565596693145,0.00317361147485711,0.814,0.0123107902084126,0.0176490837594619,0.000674457605703384,2,"PO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.0967324376370291,0.00288101015058051,0.101565596693145,0.00317361147485711,0.814,0.0123107902084126,0.0176490837594619,0.000674457605703384,3,"PO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.0967324376370291,0.00288101015058051,0.101565596693145,0.00317361147485711,0.814,0.0123107902084126,0.0176490837594619,0.000674457605703384,4,"PO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.0967324376370291,0.00288101015058051,0.101565596693145,0.00317361147485711,0.814,0.0123107902084126,0.0176490837594619,0.000674457605703384,5,"PO",7,"Moderate [1.50]","Divergent","Skewed",1500
-0.308732670471135,0.00288101015058046,-0.265622935537903,0.00211574098323795,0.081,0.00863212103214003,0.103607781084499,0.00179506986792865,6,"PO",7,"Moderate [1.50]","Divergent","Skewed",1500
-0.000628758191526436,0.00629766376343781,-0.000628560564516767,0.00629374400434969,0.959,0.00627362402111862,0.0396213036453037,0.00183202295573534,1,"PPO",7,"Moderate [1.50]","Divergent","Skewed",1500
-0.00549919991762095,0.00417189103348337,-0.00548410699675761,0.00414901086937236,0.952,0.0067632641336665,0.0174175113201976,0.000744109327476914,2,"PPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.0012106439709615,0.00357442749911217,0.00121137709619501,0.00357875654250519,0.943,0.00733517585370755,0.0127652210732873,0.000577331740481462,3,"PPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00599932941838149,0.00326479332683206,0.0060173614370882,0.00328443721656778,0.947,0.00708810561724633,0.0106842085449305,0.000472319505268429,4,"PPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00802826743284944,0.00331688073167541,0.0080605803862972,0.00334360361055446,0.953,0.0066959566781636,0.0110551491683448,0.00049486025627293,5,"PPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00191330173623765,0.00376767174114302,0.00191513326590798,0.00377487124295871,0.953,0.0066959566781636,0.0141848157221926,0.000624815241507277,6,"PPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00462614705289987,0.00293253368727627,0.00463686419115694,0.00294611918280426,0.948,0.00702462421381771,0.00861255530973819,0.000376926546063938,1,"CPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00462614705289987,0.00293253368727627,0.00463686419115694,0.00294611918280426,0.948,0.00702462421381771,0.00861255530973819,0.000376926546063938,2,"CPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00462614705289987,0.00293253368727627,0.00463686419115694,0.00294611918280426,0.948,0.00702462421381771,0.00861255530973819,0.000376926546063938,3,"CPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00462614705289987,0.00293253368727627,0.00463686419115694,0.00294611918280426,0.948,0.00702462421381771,0.00861255530973819,0.000376926546063938,4,"CPO",7,"Moderate [1.50]","Divergent","Skewed",1500
0.00462614705289987,0.00293253368727627,0.00463686419115694,0.00294611918280426,0.948,0.00702462421381771,0.00861255530973819,0.000376926546063938,5,"CPO",7,"Moderate [1.50]","Divergent","Skewed",1500
-0.00081782972391621,0.00359452441034462,-0.000817495392335813,0.00359157911970398,0.954,0.00662781471738053,0.0129083539762841,0.000557948536767189,6,"CPO",7,"Moderate [1.50]","Divergent","Skewed",1500
-0.19748932370647,0.00449663489151339,-0.179211096435793,0.00369080763840342,0.749,0.0137181335168885,0.059201538600267,0.00203500180922646,1,"LCPO",7,"Moderate [1.50]","Divergent","Skewed",1500
-0.105594925709071,0.0037321149139467,-0.100210944321419,0.00335812061832445,0.859,0.0110109145959935,0.0250650413846765,0.0010083334934567,2,"LCPO",7,"Moderate [1.50]","Divergent","Skewed",1500
-0.013654238449352,0.00315691196000441,-0.0135614421698511,0.00311409302759828,0.947,0.00708810561724633,0.0101425652577275,0.00043671354348186,3,"LCPO",7,"Moderate [1.50]","Divergent","Skewed",1500
