"bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,1,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,2,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,3,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,4,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,5,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,6,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,7,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,8,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,9,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-9.47768390113632e-05,0.00124382709820444,-9.47723478287007e-05,0.00124370913619676,0.929,0.00812557844248778,0.00154556772702666,7.33432578797545e-05,10,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
0.0060650461434349,0.00404009027637129,0.00608347577581386,0.00406464978666647,0.934,0.00785529793869736,0.0163427918965106,0.000792772303955931,1,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
0.00173322187404353,0.00262704928147245,0.00173472477123525,0.00263161124687549,0.887,0.0100165528666965,0.00689749059742229,0.000291873295053438,2,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
0.000833519659501051,0.00226149125409099,0.000833867133547878,0.00226337475588426,0.834,0.0117721103708119,0.00510992310466049,0.000239066204226996,3,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
0.000431897859642935,0.00206234847155482,0.00043199114095227,0.00206323715129895,0.809,0.0124367871121792,0.00424921447266756,0.000195189860196888,4,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-0.000961056520252498,0.00195528139969985,-0.000960594853342696,0.00195340914353724,0.795,0.0127725540961143,0.00382022585629531,0.000170425343125126,5,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
-0.000506230403303844,0.00199196033768467,-0.000506102290312298,0.00199094756857738,0.786,0.0129758380219686,0.00396419435014313,0.00017625318534536,6,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",10000
