"bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,1,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,2,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,3,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,4,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,5,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,6,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,7,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,8,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,9,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.000876375522004285,0.00123563462138602,-0.000875991617133032,0.00123455285347555,0.917,0.00872852720607456,0.00152603415870578,6.95807056944512e-05,10,"PO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.00475377167562327,0.0037019135202255,-0.00474249038635516,0.00368436446220185,0.918,0.0086805156155245,0.0137130578926611,0.000621893602548739,1,"PPO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
0.00133693069693487,0.00271831192118453,0.00133782478718021,0.00272194003963303,0.884,0.0101314681387578,0.0073836178648415,0.000320405204918568,2,"PPO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
-0.00235739312642854,0.00234116824501332,-0.00235461665742388,0.00233564526098548,0.862,0.0109121526325043,0.0054811449850598,0.000243948207076004,3,"PPO",11,"Small [1.10]","Random PO [slight violation]","Skewed",10000
