"bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,1,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,2,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,3,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,4,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,5,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,6,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,7,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,8,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,9,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00252543076403968,0.00279873047820086,0.00252862235045625,0.00280580484067566,0.948,0.00702462421381771,0.00783143719786477,0.000354093024179288,10,"PO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00802710721235213,0.0100347171525956,0.00805941081442779,0.0101155257049725,0.946,0.00715088352129531,0.100659287234462,0.00480834504394383,1,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.0065360370525462,0.00584441246446416,0.00655744355520727,0.00588267442838674,0.937,0.00768700787628629,0.0341657196780815,0.00158160706671558,2,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
-0.00083142753705504,0.0044427782219333,-0.000831081996950771,0.00443905466713421,0.941,0.00745483565040652,0.0197192313227049,0.000885716434951109,3,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
-0.00421538303562262,0.00383731747567467,-0.00420651077958482,0.00382117246959578,0.922,0.00848457353011834,0.0147280498578461,0.000621632218252355,4,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00142754348024076,0.00351317731156047,0.00142856290546838,0.0035181959461918,0.938,0.00762982399628094,0.0123321102880288,0.000512763611830383,5,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00506343338153135,0.00351767744522541,0.00507627422410486,0.00353552300146125,0.924,0.00838416926679627,0.0123873189116482,0.000560037414476033,6,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.0073639944285998,0.00372567830632039,0.00739117531457238,0.00375321695640091,0.931,0.00801893405031494,0.0139210265772887,0.000662353866885836,7,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00713749477331864,0.00427851978459579,0.0071630273993179,0.00430921174247575,0.939,0.0075720760915573,0.0183383696472696,0.000805029968228259,8,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00769776633345916,0.00544670662016889,0.00772747030588353,0.00548878279210606,0.942,0.00739531545579282,0.02969620199971,0.00132322366867927,9,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
-0.00537035511949112,0.00955458653959841,-0.00535596054196195,0.00950363965341948,0.942,0.00739531545579282,0.0912276745328418,0.00438118273404432,10,"PPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00267752021313207,0.0028014454007268,0.00268110797176217,0.00280895369748265,0.947,0.00708810561724633,0.00784741735141183,0.000354952636909373,1,"CPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
0.00267752021313207,0.0028014454007268,0.00268110797176217,0.00280895369748265,0.947,0.00708810561724633,0.00784741735141183,0.000354952636909373,2,"CPO",11,"Small [1.10]","Random PO [slight violation]","Symmetric",1500
