"","bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
"1",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,1,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"2",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,2,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"3",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,3,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"4",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,4,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"5",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,5,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"6",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,6,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"7",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,7,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"8",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,8,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"9",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,9,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"10",0.000485222558696156,0.00204342099040166,0.000485340298204425,0.00204440406874819,0.908,0.00914437639315194,0.00417162921560156,0.000187567147461265,10,"PO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"11",-0.0153824714150214,0.00582760671834992,-0.0152647655103708,0.0461302558637582,0.923309788092835,0.00885221665869975,0.0342361491112787,0.00156466411598891,1,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"12",-0.00260126814503574,0.00449596272836128,-0.0025978877787695,0.00898869040819558,0.870837537840565,0.0109360694547849,0.0201640874611489,0.000917093259594285,2,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"13",-0.00283396085875186,0.00420966609879904,-0.00282994898240574,0.00946737561748575,0.784056508577195,0.0132509924137277,0.0176527591144246,0.000729854677790232,3,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"14",0.00135591239256871,0.00405193216382226,0.00135683205739149,0.0057451189509603,0.747729566094854,0.0139641392451706,0.0162841567819772,0.000715666746986633,4,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"15",0.00319089021492369,0.003866611580013,0.00319598652425176,0.0103398196535772,0.727547931382442,0.0142625683483901,0.0149230573343672,0.000683656017415816,5,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"16",-0.00425788878164797,0.00375277874473776,-0.00424883682517481,0.0132759638566537,0.72452068617558,0.0143248829676861,0.0140978533264841,0.00068363840363405,6,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"17",-3.50752894292124e-05,0.00365073447385,-3.50746742984557e-05,0.00365205084317821,0.719475277497477,0.0143555089681788,0.0134112765375882,0.00057447623631523,7,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"18",0.00882901333303959,0.00377183559748268,0.00886810403066033,0.0268615495428376,0.716448032290615,0.0144599488314252,0.0141968211967718,0.000647015826309564,8,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"19",0.0009042775693031,0.00378679858672862,0.000904686551532752,0.00466045725783615,0.750756811301715,0.0138758421417533,0.0143118723253284,0.000681241284136345,9,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"20",-0.000738952052236155,0.00398850911626393,-0.000738679094406761,0.00455959105715788,0.824419778002018,0.0123060507849632,0.0158202140968584,0.00077254818856005,10,"PPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"21",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,1,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"22",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,2,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"23",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,3,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"24",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,4,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
