"","bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
"25",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,5,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"26",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,6,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"27",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,7,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"28",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,8,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"29",0.000614720149930471,0.00211959596555644,0.000614909129082945,0.0021208900946453,0.9,0.00949157995752478,0.00448857225100866,0.00020398643759062,9,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"30",-0.000427664057723706,0.0044715052361451,-0.000427572622485606,0.00446954197182426,0.725,0.0141270865564902,0.0199745476143425,0.000919207546910489,10,"CPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"31",-0.0952262934256514,0.00439902701103119,-0.0908328273661508,0.00399948013580586,0.745,0.0137900386208726,0.0284001341647266,0.00127558313939028,1,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"32",-0.078436652620745,0.00379160068322978,-0.0754393734308324,0.0035055784050627,0.768,0.0133549374522813,0.0205141679796748,0.000912723767052619,2,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"33",-0.0616213899643083,0.00322211360697186,-0.0597611967430757,0.00302955753725893,0.783,0.0130415137572704,0.0141688297812704,0.000621270271499815,3,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"34",-0.0448545787326861,0.00271423036832518,-0.0438634856926488,0.00259516712565025,0.821,0.0121287306057188,0.00937161267913304,0.00040228158078417,4,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"35",-0.0280714331511603,0.00230976679499837,-0.0276810914831038,0.00224581780650201,0.866,0.0107777622983695,0.00611769298378981,0.000258474960208121,5,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"36",-0.0112931497845683,0.00207113882826001,-0.0112296215380961,0.00204786923536291,0.895,0.00969892102602474,0.004412861661937,0.000191677367911536,6,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"37",0.00547021567930947,0.00205569450116908,0.00548520462756175,0.00206696307940241,0.906,0.00923305200078747,0.00425157726183283,0.000193319148752972,7,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"38",0.0222486219462229,0.00226820476465907,0.0224979683061782,0.00231923073927296,0.871,0.0106052567847962,0.00563460928007362,0.000254307377668624,8,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"39",0.0390056857696815,0.00265393536318738,0.0397763955624564,0.0027594941950117,0.825,0.0120216271577331,0.00855777306142768,0.00038039238574055,9,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"40",0.0557795819366307,0.00315060784941649,0.0573645957926785,0.0033313295630234,0.786,0.0129758380219686,0.0130277652520093,0.000577581860803359,10,"LCPO",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"41",-0.0166725843047822,0.00594602844580258,-0.0165343659893235,0.00584772491492665,0.914,0.00887032596259456,0.0355978740914153,0.00162921843239283,1,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"42",-0.00364324588640481,0.00453373107377435,-0.00363661731838816,0.00451721684907363,0.869,0.0106748748448388,0.0205474359724466,0.000932099598630369,2,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"43",-0.00387573759393457,0.00423271237535881,-0.00386823661672153,0.00421629544499109,0.784,0.0130197355393075,0.0179129595403601,0.000753457724356579,3,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"44",0.00126211263680284,0.00407930307871718,0.00126290943613849,0.00408444081031502,0.74,0.0138777733297739,0.0166256658227314,0.00072955648889897,4,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"45",0.00262496472679362,0.00387511488210742,0.0026284129632083,0.00388529310479699,0.724,0.0141429849757403,0.0150083892739978,0.000686162313781414,5,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"46",-0.00458429178676734,0.00378199414808613,-0.00457379995982921,0.00376468243759098,0.722,0.014174516461485,0.0143101919876078,0.000693342480831657,6,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"47",0.000743141980627823,0.00369256001883707,0.000743418179043479,0.0036953044739716,0.718,0.0142365262152911,0.0136219167532247,0.000583575680564862,7,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"48",0.00848689018923388,0.00377501452602177,0.00852300593961205,0.0038071834723149,0.717,0.0142518109064831,0.0143085112420878,0.000650966788816072,8,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"49",0.000677778094823029,0.0037871644019376,0.000678007838298041,0.00378971331057171,0.755,0.0136073568395979,0.0143287309762419,0.00067934205788498,9,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
"50",-0.00142441536974728,0.00398718626637615,-0.0014234013716831,0.00398152421301473,0.824,0.0120486168985972,0.0158837856276013,0.000773244652535734,10,"LR",11,"Small [1.10]","Random PO [moderate violation]","Skewed",4000
