"bias","bias_se","relbias","relbias_se","coverage","coverage_se","mse","mse_se","cumlogit","model","category","effectsize","truemod","controlprob","sampsize"
-0.00222382542177505,0.00297308688334261,-0.00222135455395408,0.00296648120653578,0.94,0.0075137511574748,0.00883535176979449,0.000385241302384941,1,"PO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00222382542177505,0.00297308688334261,-0.00222135455395408,0.00296648120653578,0.94,0.0075137511574748,0.00883535176979449,0.000385241302384941,2,"PO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00222382542177505,0.00297308688334261,-0.00222135455395408,0.00296648120653578,0.94,0.0075137511574748,0.00883535176979449,0.000385241302384941,3,"PO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00222382542177505,0.00297308688334261,-0.00222135455395408,0.00296648120653578,0.94,0.0075137511574748,0.00883535176979449,0.000385241302384941,4,"PO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00222382542177505,0.00297308688334261,-0.00222135455395408,0.00296648120653578,0.94,0.0075137511574748,0.00883535176979449,0.000385241302384941,5,"PO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00222382542177505,0.00297308688334261,-0.00222135455395408,0.00296648120653578,0.94,0.0075137511574748,0.00883535176979449,0.000385241302384941,6,"PO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00318381765722041,0.00731867708690911,-0.00317875468440265,0.00729544128750563,0.946,0.00715088352129531,0.0535196079630205,0.00239481661855641,1,"PPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.0058060032239566,0.00464058733633849,-0.00578918095969113,0.0046137213024233,0.93,0.00807249435832334,0.0215472254487956,0.000974251578525218,2,"PPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00351979613207533,0.00382625014917853,-0.00351360891105064,0.00381281616433969,0.921,0.00853415677333318,0.014637938978696,0.000607765727323475,3,"PPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.000289321803636173,0.00360394594411936,0.000289363661225857,0.00360500984149561,0.919,0.00863212103213979,0.0129755216488723,0.000565769096823771,4,"PPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.00161007114272936,0.00413553586306092,0.00161136800319091,0.0041422062356635,0.931,0.00801893405031494,0.017088146546873,0.000802103875494922,5,"PPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.010530931620529,0.00632722255339569,0.0105865770420972,0.00639408093835685,0.947,0.00708810561724633,0.0401046120157551,0.0019404138070364,6,"PPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00245191357699746,0.00300466812136027,-0.00244891009216615,0.00299731124942268,0.938,0.00762982399628094,0.00902501436918822,0.00039128857426858,1,"CPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00245191357699746,0.00300466812136027,-0.00244891009216615,0.00299731124942268,0.938,0.00762982399628094,0.00902501436918822,0.00039128857426858,2,"CPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00245191357699746,0.00300466812136027,-0.00244891009216615,0.00299731124942268,0.938,0.00762982399628094,0.00902501436918822,0.00039128857426858,3,"CPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00245191357699746,0.00300466812136027,-0.00244891009216615,0.00299731124942268,0.938,0.00762982399628094,0.00902501436918822,0.00039128857426858,4,"CPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00245191357699746,0.00300466812136027,-0.00244891009216615,0.00299731124942268,0.938,0.00762982399628094,0.00902501436918822,0.00039128857426858,5,"CPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.00693531296049628,0.00609767420371405,0.00695941793638936,0.00614001599536463,0.949,0.00696042006257131,0.0371925476298051,0.00176063824763159,6,"CPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.0148729152249337,0.00523583187987877,-0.0147628597122957,0.00515852742509602,0.922,0.00848457353011834,0.0276077251461686,0.00120940777996177,1,"LCPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.010027308685287,0.00404704880846545,-0.00997720284099168,0.00400667277230371,0.931,0.00801893405031494,0.0164627723735136,0.000717165105410977,2,"LCPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00517134246776953,0.00319820386141318,-0.00515799409588998,0.00318170958456974,0.941,0.00745483565040652,0.010245022214138,0.000439758167230161,3,"LCPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.000321633288846009,0.00299615679126696,-0.000321581570404739,0.00299519206425878,0.942,0.00739531545579282,0.00896808201030975,0.000397831473411435,4,"LCPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.00446367105698789,0.00355254462028834,0.00447364807582703,0.00356844464158463,0.945,0.00721297629463904,0.0126278770651655,0.000573788354928742,5,"LCPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.00920642728808046,0.00459885224825478,0.00924893679319612,0.00464141858511918,0.936,0.0077436402269192,0.0212130508626875,0.000943270617113007,6,"LCPO",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00645590198099067,0.00736573430023492,-0.00643510741907871,0.00731835725815209,0.943,0.00733517585370755,0.0542414664102637,0.00242938056540596,1,"LR",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00625911078994916,0.00465528787669374,-0.00623956336044766,0.00462624012765073,0.927,0.00823035471524379,0.0216892099775576,0.000981225976564638,2,"LR",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
-0.00349354749651861,0.00383477248805457,-0.00348745215964567,0.0038214089702925,0.919,0.00863212103213979,0.0147029794292155,0.000609754706289238,3,"LR",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.000421659289157336,0.00360845151497294,0.000421748199931571,0.00360999466885279,0.919,0.00863212103213979,0.0130080792101308,0.000567175184917913,4,"LR",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
0.00132223945898937,0.00414490491494382,0.00132311400299256,0.00415039548971248,0.928,0.00817819557621941,0.0171648048343584,0.000805459710502139,5,"LR",7,"Moderate [1.50]","Random PO [slight violation]","Symmetric",1500
